"파일","줄","원문","대사"
"src/data/story.js","115","됐고 빨리 나와. 늦으면 네 몫까지 내가 다 친다?","됐고 빨리 나와. 늦으면 네 몫까지 내가 다 친다?"
"src/data/story.js","121","2장. 다음 날 아침","2장. 다음 날 아침"
"src/data/story.js","123","(눈 밑이 퀭하다.) …나 한숨도 못 잤어. 모루 밑이 생각보다 좁아.","(눈 밑이 퀭하다.) …나 한숨도 못 잤어. 모루 밑이 생각보다 좁아."
"src/data/story.js","124","미라가 다 돌아봤는데 다친 용은 없대. 너는 어디 긁힌 데 없어?","미라가 다 돌아봤는데 다친 용은 없대. 너는 어디 긁힌 데 없어?"
"src/data/story.js","125","알을 왜 노려, 치사하게… 싸울 거면 우리랑 싸우든가.","알을 왜 노려, 치사하게… 싸울 거면 우리랑 싸우든가."
"src/data/story.js","126","인간들이 왜 저러는지는 알아 둬라. 예순 해 전에—","인간들이 왜 저러는지는 알아 둬라. 예순 해 전에—"
"src/data/story.js","127","카이론. 그 얘기는 아직 이르다.","카이론. 그 얘기는 아직 이르다."
"src/data/story.js","128","…영감은 맨날 이르다지. 알았소.","…영감은 맨날 이르다지. 알았소."
"src/data/story.js","129","아이야, 지금은 밥 잘 먹고 크는 것만 생각하려무나.","아이야, 지금은 밥 잘 먹고 크는 것만 생각하려무나."
"src/data/story.js","133","3장. 꿈","3장. 꿈"
"src/data/story.js","135","(꿈에 뼈만 남은 용이 나왔다. 아무 말 없이 고개를 한 번 끄덕이고 갔다.)","(꿈에 뼈만 남은 용이 나왔다. 아무 말 없이 고개를 한 번 끄덕이고 갔다.)"
"src/data/story.js","136","일어났냐. …어제 일은 고마웠다는 말을 하려고 왔다.","일어났냐. …어제 일은 고마웠다는 말을 하려고 왔다."
"src/data/story.js","137","네가 받은 [빙결 파동]은 스승님 기술이다. 스킬 나무에서 끼워 봐라. 아끼지 말고 써. 그분은 아끼는 걸 제일 싫어하셨다.","네가 받은 [빙결 파동]은 스승님 기술이다. 스킬 나무에서 끼워 봐라. 아끼지 말고 써. 그분은 아끼는 걸 제일 싫어하셨다."
"src/data/story.js","138","(문밖에서) 스승님이 고맙다는 말을 했어? 진짜? 나 방금 들은 거 맞아?","(문밖에서) 스승님이 고맙다는 말을 했어? 진짜? 나 방금 들은 거 맞아?"
"src/data/story.js","139","…너는 왜 여기 있냐.","…너는 왜 여기 있냐."
"src/data/story.js","143","4장. 고기 나온 아침","4장. 고기 나온 아침"
"src/data/story.js","145","야! 야야! 오늘 아침에 고기 나왔어! 진짜 고기! 두 점이나!","야! 야야! 오늘 아침에 고기 나왔어! 진짜 고기! 두 점이나!"
"src/data/story.js","146","네 덕이다. …리크랑 로크, 걔네 어릴 때 내 대장간에서 못을 훔쳐다가 팽이를 만들었지. 그때 혼을 냈어야 했는데.","네 덕이다. …리크랑 로크, 걔네 어릴 때 내 대장간에서 못을 훔쳐다가 팽이를 만들었지. 그때 혼을 냈어야 했는데."
"src/data/story.js","147","됐다. 옛날얘기다. 밥이나 먹어라.","됐다. 옛날얘기다. 밥이나 먹어라."
"src/data/story.js","151","재 냄새가 나는 꿈","재 냄새가 나는 꿈"
"src/data/story.js","153","(꿈속에서 누군가 내 옆에 내려앉았다. 얼굴은 보이지 않는데 재 냄새가 난다.)","(꿈속에서 누군가 내 옆에 내려앉았다. 얼굴은 보이지 않는데 재 냄새가 난다.)"
"src/data/story.js","154","「숨결이 하나 늘었구나. 너는 그걸 받았다고 들었다. 나는 같은 것을 얻으려고 스승을 넘어뜨려야 했는데 말이다.」","「숨결이 하나 늘었구나. 너는 그걸 받았다고 들었다. 나는 같은 것을 얻으려고 스승을 넘어뜨려야 했는데 말이다.」"
"src/data/story.js","155","「부럽다는 말을 하려는 게 아니라, 받은 것은 언젠가 값을 치르게 된다는 걸 알려 주려는 거다.」","「부럽다는 말을 하려는 게 아니라, 받은 것은 언젠가 값을 치르게 된다는 걸 알려 주려는 거다.」"
"src/data/story.js","156","나","나"
"src/data/story.js","156","(눈을 떴을 때는 아무도 없었는데, 굴 안에 재 냄새가 희미하게 남아 있었다.)","(눈을 떴을 때는 아무도 없었는데, 굴 안에 재 냄새가 희미하게 남아 있었다.)"
"src/data/story.js","160","두 번째 꿈","두 번째 꿈"
"src/data/story.js","162","「그 형제가 너한테는 제 숨결을 건네주었다지. 나한테는 빼앗겼다고 하더냐.」","「그 형제가 너한테는 제 숨결을 건네주었다지. 나한테는 빼앗겼다고 하더냐.」"
"src/data/story.js","163","「틀린 말은 아니다. 다만 그 둘이 나를 따라나선 건, 굶주린 아이들한테 너희 마을이 아무것도 해 주지 못했기 때문이라는 것도 알아 둬라.」","「틀린 말은 아니다. 다만 그 둘이 나를 따라나선 건, 굶주린 아이들한테 너희 마을이 아무것도 해 주지 못했기 때문이라는 것도 알아 둬라.」"
"src/data/story.js","164","「네 마을 어른들은 너한테 늘 절반만 말해 준다. 나머지 절반이 궁금해지거든 나를 찾아와라.」","「네 마을 어른들은 너한테 늘 절반만 말해 준다. 나머지 절반이 궁금해지거든 나를 찾아와라.」"
"src/data/story.js","165","나","나"
"src/data/story.js","165","(이번에도 얼굴은 보지 못했다. 목소리는 이상하게 스승님과 닮아 있었다.)","(이번에도 얼굴은 보지 못했다. 목소리는 이상하게 스승님과 닮아 있었다.)"
"src/data/story.js","169","세 번째 꿈","세 번째 꿈"
"src/data/story.js","171","「내가 태운 도시를 보고 왔구나. 끔찍했을 거다. 나도 그날 이후로 그 냄새를 잊어 본 적이 없으니까.」","「내가 태운 도시를 보고 왔구나. 끔찍했을 거다. 나도 그날 이후로 그 냄새를 잊어 본 적이 없으니까.」"
"src/data/story.js","172","「그런데 그날 내가 돌아서 버렸다면, 지금 너를 기른 그 마을은 남아 있지 않았을 거다. 너라면 그 자리에서 어떻게 했겠느냐.」","「그런데 그날 내가 돌아서 버렸다면, 지금 너를 기른 그 마을은 남아 있지 않았을 거다. 너라면 그 자리에서 어떻게 했겠느냐.」"
"src/data/story.js","173","나","나"
"src/data/story.js","173","(대답을 하려는 순간에 잠이 깼고, 내가 뭐라고 대답하려 했는지는 기억나지 않는다.)","(대답을 하려는 순간에 잠이 깼고, 내가 뭐라고 대답하려 했는지는 기억나지 않는다.)"
"src/data/story.js","177","8장. 떠나기 전날 밤","8장. 떠나기 전날 밤"
"src/data/story.js","179","(어젯밤 스승이 화톳불 앞에 오래 앉아 있었다.)","(어젯밤 스승이 화톳불 앞에 오래 앉아 있었다.)"
"src/data/story.js","180","형이랑은 늘 그랬다. 형이 앞서 날고 내가 뒤를 쫓고. 따라잡은 적은 한 번도 없었지.","형이랑은 늘 그랬다. 형이 앞서 날고 내가 뒤를 쫓고. 따라잡은 적은 한 번도 없었지."
"src/data/story.js","181","어느 날 형이 그러더군. 뒤에서 보는 하늘은 좁지 않으냐고. 그게 마지막으로 나눈 말이다.","어느 날 형이 그러더군. 뒤에서 보는 하늘은 좁지 않으냐고. 그게 마지막으로 나눈 말이다."
"src/data/story.js","182","가서 무슨 말을 해야 할지 몰라서 나는 예순 해 동안 못 갔다. 그걸 너한테 떠넘기는 거라 미안하다.","가서 무슨 말을 해야 할지 몰라서 나는 예순 해 동안 못 갔다. 그걸 너한테 떠넘기는 거라 미안하다."
"src/data/story.js","183","(수련장 밖에서 나라가 기다리고 있었다.) 갈 거지? 말 안 해도 알아.","(수련장 밖에서 나라가 기다리고 있었다.) 갈 거지? 말 안 해도 알아."
"src/data/story.js","184","돌아와. 나 아직 너한테 한 번도 못 이겼단 말이야. 이기고 도망가는 게 어딨어.","돌아와. 나 아직 너한테 한 번도 못 이겼단 말이야. 이기고 도망가는 게 어딨어."
"src/data/story.js","189","마지막 장. 새 수호룡","마지막 장. 새 수호룡"
"src/data/story.js","191","(꿈을 꿨는데 이번에는 떨어지지 않았다. 구름 위를 아주 오랫동안 날았다.)","(꿈을 꿨는데 이번에는 떨어지지 않았다. 구름 위를 아주 오랫동안 날았다.)"
"src/data/story.js","192","형을 멈춰 줘서 고맙다. 마지막에 하늘이 넓더라고 했다지. 그 말을 들으려고 내가 예순 해를 살았나 보다.","형을 멈춰 줘서 고맙다. 마지막에 하늘이 넓더라고 했다지. 그 말을 들으려고 내가 예순 해를 살았나 보다."
"src/data/story.js","193","어디서 떨어졌든 너는 여기서 자란 우리 마을 아이란다. 오늘부터는 네가 이 마을의 수호룡이니, 나는 이제 좀 쉬어도 되겠구나…","어디서 떨어졌든 너는 여기서 자란 우리 마을 아이란다. 오늘부터는 네가 이 마을의 수호룡이니, 나는 이제 좀 쉬어도 되겠구나…"
"src/data/story.js","194","수호룡이 됐다고 봐줄 줄 알았으면 오산이야. 나 내일부터 너 이길 때까지 매일 덤빌 거니까 각오해.","수호룡이 됐다고 봐줄 줄 알았으면 오산이야. 나 내일부터 너 이길 때까지 매일 덤빌 거니까 각오해."
"src/data/story.js","195","수호룡님! …그래도 나랑 술래잡기는 계속해 줄 거지? 응?","수호룡님! …그래도 나랑 술래잡기는 계속해 줄 거지? 응?"
"src/data/story.js","196","나","나"
"src/data/story.js","196","(이그나르도 나처럼 하늘에서 떨어진 용이었다. 다른 게 있다면, 나한테는 돌아올 마을이 있었다는 것뿐이다.)","(이그나르도 나처럼 하늘에서 떨어진 용이었다. 다른 게 있다면, 나한테는 돌아올 마을이 있었다는 것뿐이다.)"
"src/data/story.js","197","나","나"
"src/data/story.js","197","(이야기는 여기서 끝나지만, 마을의 하루는 내일도 이어진다.)","(이야기는 여기서 끝나지만, 마을의 하루는 내일도 이어진다.)"
"src/data/story.js","202","마지막 장. 돌아온 형","마지막 장. 돌아온 형"
"src/data/story.js","204","나","나"
"src/data/story.js","204","(아침에 나와 보니 마을 어귀에 용들이 모여 있다. 다들 멀찍이 서서, 바위에 기대앉은 검은 용을 보고 있다.)","(아침에 나와 보니 마을 어귀에 용들이 모여 있다. 다들 멀찍이 서서, 바위에 기대앉은 검은 용을 보고 있다.)"
"src/data/story.js","205","…형.","…형."
"src/data/story.js","206","많이 늙었구나, 카이론. 잔소리가 늘었다는 소문은 화산까지 들리더라.","많이 늙었구나, 카이론. 잔소리가 늘었다는 소문은 화산까지 들리더라."
"src/data/story.js","207","형이 떠나던 날 물었던 거 말이오. 뒤에서 보는 하늘은 좁지 않으냐고. 넓더이다. 뒤에서 보니까 형도 보이고, 이 녀석도 보이고.","형이 떠나던 날 물었던 거 말이오. 뒤에서 보는 하늘은 좁지 않으냐고. 넓더이다. 뒤에서 보니까 형도 보이고, 이 녀석도 보이고."
"src/data/story.js","208","…그 대답을 들으려고 예순 해가 걸렸구나.","…그 대답을 들으려고 예순 해가 걸렸구나."
"src/data/story.js","209","이그나르야. 네가 한 일을 없던 일로 해 줄 수는 없단다. 죽은 이들이 있으니까. 허나 너를 그리 만든 게 우리였다는 것도 없던 일로 하지는 않으마.","이그나르야. 네가 한 일을 없던 일로 해 줄 수는 없단다. 죽은 이들이 있으니까. 허나 너를 그리 만든 게 우리였다는 것도 없던 일로 하지는 않으마."
"src/data/story.js","210","마을 밖 빈 굴을 하나 내어 주마. 거기서부터 다시 시작해 보자꾸나. 삼백 년 전에 그랬던 것처럼 말이다.","마을 밖 빈 굴을 하나 내어 주마. 거기서부터 다시 시작해 보자꾸나. 삼백 년 전에 그랬던 것처럼 말이다."
"src/data/story.js","211","(한참을 티아맷 뒤에 숨어서 보고 있던 포코가 고기 한 점을 들고 조심조심 다가간다.) …저기, 이거 먹을래요?","(한참을 티아맷 뒤에 숨어서 보고 있던 포코가 고기 한 점을 들고 조심조심 다가간다.) …저기, 이거 먹을래요?"
"src/data/story.js","212","……삼백 년 전에도 누가 이렇게 고기를 내밀었었지. 고맙다, 꼬마야.","……삼백 년 전에도 누가 이렇게 고기를 내밀었었지. 고맙다, 꼬마야."
"src/data/story.js","213","나","나"
"src/data/story.js","213","(이야기는 여기서 끝나지만, 마을의 하루는 내일도 이어진다. 내일부터는 식구가 하나 더 늘어서.)","(이야기는 여기서 끝나지만, 마을의 하루는 내일도 이어진다. 내일부터는 식구가 하나 더 늘어서.)"
"src/data/chronicle.js","10","목 아래 비늘 한 장 밑에 무늬가 있다. 떨어지던 날엔 없었다.","목 아래 비늘 한 장 밑에 무늬가 있다. 떨어지던 날엔 없었다."
"src/data/chronicle.js","11","숨결이 둘이 되었다. 드래곤은 하나의 속성만 가지고 태어난다는데. 엘더는 ""딱 한 번을 빼고는"" 이라고 했다.","숨결이 둘이 되었다. 드래곤은 하나의 속성만 가지고 태어난다는데. 엘더는 ""딱 한 번을 빼고는"" 이라고 했다."
"src/data/chronicle.js","12","숨결을 맡겨 받았다. 빼앗긴 숨결은 주인을 죽이지만 건네준 숨결은 양쪽을 다 살린다고 한다. 하늘의 용은 그렇게 받은 숨결을 품으라고 보내진 것일지도 모른다.","숨결을 맡겨 받았다. 빼앗긴 숨결은 주인을 죽이지만 건네준 숨결은 양쪽을 다 살린다고 한다. 하늘의 용은 그렇게 받은 숨결을 품으라고 보내진 것일지도 모른다."
"src/data/chronicle.js","13","불탄 도시의 벽 그림: 검은 용의 목에 나와 같은 무늬가 있다. 그 용은 세 가지 빛깔의 불을 뿜고 있었다.","불탄 도시의 벽 그림: 검은 용의 목에 나와 같은 무늬가 있다. 그 용은 세 가지 빛깔의 불을 뿜고 있었다."
"src/data/chronicle.js","14","세이란의 물점: 구름보다 위에 돌로 지은 빈 둥지들. 알 껍데기가 둘. 아주 오래된 것 하나, 얼마 안 된 것 하나.","세이란의 물점: 구름보다 위에 돌로 지은 빈 둥지들. 알 껍데기가 둘. 아주 오래된 것 하나, 얼마 안 된 것 하나."
"src/data/chronicle.js","15","세이란: 어느 집안 무늬도 아니다. 물에 비친 옛일 속에 같은 무늬가 하나 있었다. 붉은 하늘 밑으로 떨어지는 용.","세이란: 어느 집안 무늬도 아니다. 물에 비친 옛일 속에 같은 무늬가 하나 있었다. 붉은 하늘 밑으로 떨어지는 용."
"src/data/chronicle.js","16","포코: 내가 떨어지던 밤, 하늘은 두 번 붉어졌다. 엘더는 한 번만 봤다고 한다.","포코: 내가 떨어지던 밤, 하늘은 두 번 붉어졌다. 엘더는 한 번만 봤다고 한다."
"src/data/chronicle.js","17","카이론: 같은 무늬가 형 이그나르의 목에도 있었다.","카이론: 같은 무늬가 형 이그나르의 목에도 있었다."
"src/data/chronicle.js","18","화산 벽에 같은 무늬가 수백 개. 이그나르도 제 몸의 무늬가 무엇인지 찾고 있었다.","화산 벽에 같은 무늬가 수백 개. 이그나르도 제 몸의 무늬가 무엇인지 찾고 있었다."
"src/data/chronicle.js","19","베르단이 떨어뜨린 지도: 마을이 하늘에서 내려다본 모양으로 그려져 있고, 구석에 발톱으로 긁은 자국이 있다. 인간이 그린 게 아니다.","베르단이 떨어뜨린 지도: 마을이 하늘에서 내려다본 모양으로 그려져 있고, 구석에 발톱으로 긁은 자국이 있다. 인간이 그린 게 아니다."
"src/data/chronicle.js","20","이그나르: 우리는 떨어진 게 아니라 보내진 것이다. 하늘의 용은 제 숨 없이 태어나, 땅의 용들이 맡기는 숨을 품는다.","이그나르: 우리는 떨어진 게 아니라 보내진 것이다. 하늘의 용은 제 숨 없이 태어나, 땅의 용들이 맡기는 숨을 품는다."
"src/data/chronicle.js","26","수련장의 또래","수련장의 또래"
"src/data/chronicle.js","29","어? 야, 너지! 하늘에서 떨어졌다는 애!","어? 야, 너지! 하늘에서 떨어졌다는 애!"
"src/data/chronicle.js","30","난 나라. 여기서 삼 년째 허수아비 패고 있어. 아, 엘더 촌장님이 우리 아빠야. 아빠가 하도 네 얘기만 해서 궁금했거든.","난 나라. 여기서 삼 년째 허수아비 패고 있어. 아, 엘더 촌장님이 우리 아빠야. 아빠가 하도 네 얘기만 해서 궁금했거든."
"src/data/chronicle.js","31","근데 너 오늘부터 스승님한테 배운다며. 정식으로. …하, 나는 삼 년을 졸라도 안 받아 주시면서.","근데 너 오늘부터 스승님한테 배운다며. 정식으로. …하, 나는 삼 년을 졸라도 안 받아 주시면서."
"src/data/chronicle.js","32","아무튼! 봐주지 마라? 나도 안 봐줄 거니까. 그리고 내가 선배야, 선배. 알았지?","아무튼! 봐주지 마라? 나도 안 봐줄 거니까. 그리고 내가 선배야, 선배. 알았지?"
"src/data/chronicle.js","34","나라를 만났다.","나라를 만났다."
"src/data/chronicle.js","37","첫 밤","첫 밤"
"src/data/chronicle.js","40","나","나"
"src/data/chronicle.js","40","(밤이 되니 마을이 조용하다. 눈을 감으면 아직도 떨어지는 느낌이 난다.)","(밤이 되니 마을이 조용하다. 눈을 감으면 아직도 떨어지는 느낌이 난다.)"
"src/data/chronicle.js","41","잠이 안 오느냐. 나도 그렇단다… 늙으면 잠이 없어져. 무릎은 쑤시고.","잠이 안 오느냐. 나도 그렇단다… 늙으면 잠이 없어져. 무릎은 쑤시고."
"src/data/chronicle.js","42","이 마을 용들은 말이다, 다들 어디선가 흘러들어 온 아이들이란다. 나도 그랬고, 그론도 그랬지.","이 마을 용들은 말이다, 다들 어디선가 흘러들어 온 아이들이란다. 나도 그랬고, 그론도 그랬지."
"src/data/chronicle.js","43","그러니 어디서 왔는지 모른다고 기죽을 것 없다. 여기서는 그게 흠이 아니란다.","그러니 어디서 왔는지 모른다고 기죽을 것 없다. 여기서는 그게 흠이 아니란다."
"src/data/chronicle.js","44","자, 이제 들어가 자거라. 어린것들은 밤에 자야 크는 게야.","자, 이제 들어가 자거라. 어린것들은 밤에 자야 크는 게야."
"src/data/chronicle.js","51","광장의 게시판","광장의 게시판"
"src/data/chronicle.js","54","야, 너. 거기 말고 이쪽이다. 광장에 판때기 하나 서 있는 거 봤냐.","야, 너. 거기 말고 이쪽이다. 광장에 판때기 하나 서 있는 거 봤냐."
"src/data/chronicle.js","54","게시판","게시판"
"src/data/chronicle.js","55","마을 놈들이 손 모자랄 때 거기다 쪽지를 붙여 놔. 고블린이 시끄럽다, 고기가 떨어졌다, 뭐 그런 거.","마을 놈들이 손 모자랄 때 거기다 쪽지를 붙여 놔. 고블린이 시끄럽다, 고기가 떨어졌다, 뭐 그런 거."
"src/data/chronicle.js","56","하기 싫으면 안 해도 된다. 아무도 뭐라 안 해. 대신 하면 값은 쳐 준다. 나도 가끔 붙이니까 눈여겨봐라.","하기 싫으면 안 해도 된다. 아무도 뭐라 안 해. 대신 하면 값은 쳐 준다. 나도 가끔 붙이니까 눈여겨봐라."
"src/data/chronicle.js","58","광장의 게시판에서 [E]로 잡일을 떼어 올 수 있습니다.","광장의 게시판에서 [E]로 잡일을 떼어 올 수 있습니다."
"src/data/chronicle.js","61","비늘 아래","비늘 아래"
"src/data/chronicle.js","64","나","나"
"src/data/chronicle.js","64","(잠이 안 와서 비늘을 만지다가 손이 멈췄다. 목 아래, 비늘 한 장 밑에 뭔가 있다.)","(잠이 안 와서 비늘을 만지다가 손이 멈췄다. 목 아래, 비늘 한 장 밑에 뭔가 있다.)"
"src/data/chronicle.js","65","나","나"
"src/data/chronicle.js","65","(무늬다. 선이 세 갈래로 갈라졌다가 다시 모인다.)","(무늬다. 선이 세 갈래로 갈라졌다가 다시 모인다.)"
"src/data/chronicle.js","66","나","나"
"src/data/chronicle.js","66","(떨어지던 날엔 없었다. 확실하다. 그론이 온몸을 닦아 줬으니까.)","(떨어지던 날엔 없었다. 확실하다. 그론이 온몸을 닦아 줬으니까.)"
"src/data/chronicle.js","68","일지 [기록]에 적어 두었다.","일지 [기록]에 적어 두었다."
"src/data/chronicle.js","71","물이 읽은 것","물이 읽은 것"
"src/data/chronicle.js","74","잠깐, 목 아래 비늘 밑에 있는 것 좀 보여 줘.","잠깐, 목 아래 비늘 밑에 있는 것 좀 보여 줘."
"src/data/chronicle.js","75","이건 어느 집안 무늬도 아니야. 위 마을 것도, 아랫마을 것도 아니고.","이건 어느 집안 무늬도 아니야. 위 마을 것도, 아랫마을 것도 아니고."
"src/data/chronicle.js","76","근데 물에 비친 것 중에 똑같은 게 하나 있었어. 아주 오래된 거. 붉은 하늘 밑으로, 너처럼 떨어지는 용.","근데 물에 비친 것 중에 똑같은 게 하나 있었어. 아주 오래된 거. 붉은 하늘 밑으로, 너처럼 떨어지는 용."
"src/data/chronicle.js","77","나","나"
"src/data/chronicle.js","77","(나처럼 떨어지는 용. …나 말고도 있었다는 얘기다.)","(나처럼 떨어지는 용. …나 말고도 있었다는 얘기다.)"
"src/data/chronicle.js","79","일지 [기록]에 적어 두었다.","일지 [기록]에 적어 두었다."
"src/data/chronicle.js","84","골짜기의 울음","골짜기의 울음"
"src/data/chronicle.js","87","(골짜기 안쪽에서 긴 울음이 난다. 짐승 소리가 아니다. 뼈끼리 갈리는 소리에 가깝다.)","(골짜기 안쪽에서 긴 울음이 난다. 짐승 소리가 아니다. 뼈끼리 갈리는 소리에 가깝다.)"
"src/data/chronicle.js","88","거기까지. 더 들어가지 마라.","거기까지. 더 들어가지 마라."
"src/data/chronicle.js","89","…그래, 따라온 거 맞다. 네가 이쪽으로 가는 걸 티아맷이 봤다길래 와 봤는데, 혼자 여길 들어오다니 간도 크구나.","…그래, 따라온 거 맞다. 네가 이쪽으로 가는 걸 티아맷이 봤다길래 와 봤는데, 혼자 여길 들어오다니 간도 크구나."
"src/data/chronicle.js","90","저 소리가 누군지 아냐. 예순 해 전까지 우리 마을 수호룡이셨던 모르가스 어른이다. 나한테는 스승님이시고.","저 소리가 누군지 아냐. 예순 해 전까지 우리 마을 수호룡이셨던 모르가스 어른이다. 나한테는 스승님이시고."
"src/data/chronicle.js","91","돌아가셨는데 못 가셨다. 스무 해 전에 두 마을이 싸운 뒤로는 울음이 부쩍 심해져서, 그 냉기에 호수 북쪽 길이 통째로 얼었다. 폭포 쪽으로는 그때부터 아무도 못 다닌다.","돌아가셨는데 못 가셨다. 스무 해 전에 두 마을이 싸운 뒤로는 울음이 부쩍 심해져서, 그 냉기에 호수 북쪽 길이 통째로 얼었다. 폭포 쪽으로는 그때부터 아무도 못 다닌다."
"src/data/chronicle.js","92","누가 보내 드려야 하는데… 나는 못 하겠더라. 몇 번을 왔다가 그냥 돌아갔다. 제자가 스승한테 어떻게 이빨을 세우냐.","누가 보내 드려야 하는데… 나는 못 하겠더라. 몇 번을 왔다가 그냥 돌아갔다. 제자가 스승한테 어떻게 이빨을 세우냐."
"src/data/chronicle.js","93","너는 그분을 모르니까 네가 해 다오. …이런 걸 시켜서 미안하다.","너는 그분을 모르니까 네가 해 다오. …이런 걸 시켜서 미안하다."
"src/data/chronicle.js","95","새 퀘스트: 골짜기의 옛 수호룡","새 퀘스트: 골짜기의 옛 수호룡"
"src/data/chronicle.js","99","밀림에서 본 것","밀림에서 본 것"
"src/data/chronicle.js","102","나","나"
"src/data/chronicle.js","102","(나뭇잎 사이로 커다란 그림자가 지나갔다. 목이 둘이다.)","(나뭇잎 사이로 커다란 그림자가 지나갔다. 목이 둘이다.)"
"src/data/chronicle.js","103","「내가 왕이다」 「닥쳐, 네가 무슨 왕이야」 「내가,」","「내가 왕이다」 「닥쳐, 네가 무슨 왕이야」 「내가,」"
"src/data/chronicle.js","104","나","나"
"src/data/chronicle.js","104","(한 몸에서 두 목소리가 서로 악을 쓴다. 싸운다기보다는, 서로를 간신히 견디는 것 같다.)","(한 몸에서 두 목소리가 서로 악을 쓴다. 싸운다기보다는, 서로를 간신히 견디는 것 같다.)"
"src/data/chronicle.js","108","여름에 내린 눈","여름에 내린 눈"
"src/data/chronicle.js","111","나","나"
"src/data/chronicle.js","111","(마을 광장에 눈이 내린다. 한여름에.)","(마을 광장에 눈이 내린다. 한여름에.)"
"src/data/chronicle.js","112","우와아 눈이다! …근데 왜 이렇게 추워? 발이 시려.","우와아 눈이다! …근데 왜 이렇게 추워? 발이 시려."
"src/data/chronicle.js","113","포코야, 안으로 들어가거라. 이건 날씨가 아니란다.","포코야, 안으로 들어가거라. 이건 날씨가 아니란다."
"src/data/chronicle.js","114","…글라시아로구나. 북쪽 봉우리의. 예순 해 전 인간들과 싸울 때, 우리 마을과 구름마루가 알을 전부 그 어미에게 맡겼단다. 얼음 속에 넣어 두면 아무도 못 깨뜨린다고.","…글라시아로구나. 북쪽 봉우리의. 예순 해 전 인간들과 싸울 때, 우리 마을과 구름마루가 알을 전부 그 어미에게 맡겼단다. 얼음 속에 넣어 두면 아무도 못 깨뜨린다고."
"src/data/chronicle.js","115","싸움이 끝나고 찾으러 갔을 때는 봉우리가 통째로 닫혀 있었지. 아무도 못 들어갔어. 그 뒤로 예순 해란다…","싸움이 끝나고 찾으러 갔을 때는 봉우리가 통째로 닫혀 있었지. 아무도 못 들어갔어. 그 뒤로 예순 해란다…"
"src/data/chronicle.js","116","(숨을 헐떡이며 뛰어 들어온다.) 저, 저기요! 구름마루에서 왔어요! 위에도 눈이 와요! 리운 어른이 아랫마을 촌장님이랑 그 하늘에서 떨어진 애, 빨리 좀 올라오시래요!","(숨을 헐떡이며 뛰어 들어온다.) 저, 저기요! 구름마루에서 왔어요! 위에도 눈이 와요! 리운 어른이 아랫마을 촌장님이랑 그 하늘에서 떨어진 애, 빨리 좀 올라오시래요!"
"src/data/chronicle.js","117","…스무 해 만에 저쪽에서 먼저 부르는구나. 아이야, 네가 먼저 가 보거라. 내 무릎으로는 한나절이란다.","…스무 해 만에 저쪽에서 먼저 부르는구나. 아이야, 네가 먼저 가 보거라. 내 무릎으로는 한나절이란다."
"src/data/chronicle.js","119","새 퀘스트: 맡긴 알","새 퀘스트: 맡긴 알"
"src/data/chronicle.js","122","모래 속의 발자국","모래 속의 발자국"
"src/data/chronicle.js","125","나","나"
"src/data/chronicle.js","125","(모래 위에 깊게 팬 자국이 이어져 있다. 발자국이 아니다. 뭔가 땅속을 헤엄친 자국이다.)","(모래 위에 깊게 팬 자국이 이어져 있다. 발자국이 아니다. 뭔가 땅속을 헤엄친 자국이다.)"
"src/data/chronicle.js","126","잠깐만, 거기서 더 들어가지 마! …헉, 헉. 따라오느라 죽는 줄 알았네.","잠깐만, 거기서 더 들어가지 마! …헉, 헉. 따라오느라 죽는 줄 알았네."
"src/data/chronicle.js","127","여기가 아저씨가 무릎을 잃은 데야. 넷이 왔다가 아저씨 혼자 기어서 돌아갔다는 그 사막. 술만 마시면 하던 얘기라서 나는 눈 감고도 외워.","여기가 아저씨가 무릎을 잃은 데야. 넷이 왔다가 아저씨 혼자 기어서 돌아갔다는 그 사막. 술만 마시면 하던 얘기라서 나는 눈 감고도 외워."
"src/data/chronicle.js","128","바실이라는 놈은 땅속으로 다니다가 바닥에 붉은 선을 긋고 그 선을 따라 튀어나온대. 아저씨는 그 선이 보이면 생각하지 말고 무조건 옆으로 구르라고 했어.","바실이라는 놈은 땅속으로 다니다가 바닥에 붉은 선을 긋고 그 선을 따라 튀어나온대. 아저씨는 그 선이 보이면 생각하지 말고 무조건 옆으로 구르라고 했어."
"src/data/chronicle.js","129","나는 여기까지만 올게. 대장간을 비워 두면 아저씨가… 아니, 그냥 내가 불안해서. 꼭 살아서 돌아와. 창 걸 자리는 내가 닦아 놓을게.","나는 여기까지만 올게. 대장간을 비워 두면 아저씨가… 아니, 그냥 내가 불안해서. 꼭 살아서 돌아와. 창 걸 자리는 내가 닦아 놓을게."
"src/data/chronicle.js","131","새 퀘스트: 죽은 사구의 폭군","새 퀘스트: 죽은 사구의 폭군"
"src/data/chronicle.js","134","하늘이 붉던 날","하늘이 붉던 날"
"src/data/chronicle.js","137","(하늘이 붉게 탄다. 아주 높은 데서 거대한 것이 마을 위를 천천히 한 바퀴 돌고, 남동쪽으로 사라졌다.)","(하늘이 붉게 탄다. 아주 높은 데서 거대한 것이 마을 위를 천천히 한 바퀴 돌고, 남동쪽으로 사라졌다.)"
"src/data/chronicle.js","138","…형이다.","…형이다."
